number,value,datetime_start,datetime_complete,duration,params_Max_iter,params_SearchAgents_no,params_ap,params_e_loss,params_lb,params_s_force,params_ub,state,SearchAgents_no,Max_iter,s_force,e_loss,ap,lb,ub,best_value,record_type
272.0,0.0,2024-04-12 12:58:49.488564,2024-04-12 12:58:49.731998,0 days 00:00:00.243434,30.0,100.0,0.4,0.06999999999999999,-40.0,0.26,60.0,COMPLETE,,,,,,,,,
273.0,0.0,2024-04-12 12:58:49.732997,2024-04-12 12:58:50.157997,0 days 00:00:00.425000,100.0,60.0,0.44000000000000006,0.41000000000000003,-20.0,0.82,80.0,COMPLETE,,,,,,,,,
274.0,0.0,2024-04-12 12:58:50.159021,2024-04-12 12:58:50.491998,0 days 00:00:00.332977,50.0,90.0,0.48,0.39,0.0,0.14,50.0,COMPLETE,,,,,,,,,
275.0,0.0,2024-04-12 12:58:50.494000,2024-04-12 12:58:50.701020,0 days 00:00:00.207020,60.0,40.0,0.72,0.73,-30.0,0.88,0.0,COMPLETE,,,,,,,,,
276.0,0.0,2024-04-12 12:58:50.702999,2024-04-12 12:58:50.829022,0 days 00:00:00.126023,40.0,20.0,0.12000000000000001,0.65,-20.0,0.42000000000000004,70.0,COMPLETE,,,,,,,,,
277.0,0.0,2024-04-12 12:58:50.830999,2024-04-12 12:58:51.077019,0 days 00:00:00.246020,30.0,100.0,0.18,0.97,-10.0,0.98,90.0,COMPLETE,,,,,,,,,
278.0,0.0,2024-04-12 12:58:51.077997,2024-04-12 12:58:51.203024,0 days 00:00:00.125027,70.0,10.0,0.74,0.17,-40.0,0.44000000000000006,30.0,COMPLETE,,,,,,,,,
279.0,0.0,2024-04-12 12:58:51.203998,2024-04-12 12:58:51.298998,0 days 00:00:00.095000,10.0,10.0,0.62,0.05,-50.0,0.76,60.0,COMPLETE,,,,,,,,,
280.0,0.0,2024-04-12 12:58:51.300998,2024-04-12 12:58:51.443998,0 days 00:00:00.143000,30.0,30.0,0.6,0.5700000000000001,-60.0,0.62,40.0,COMPLETE,,,,,,,,,
281.0,0.0,2024-04-12 12:58:51.445999,2024-04-12 12:58:51.615997,0 days 00:00:00.169998,20.0,80.0,0.88,0.43,-20.0,0.33999999999999997,50.0,COMPLETE,,,,,,,,,
282.0,0.0,2024-04-12 12:58:51.617997,2024-04-12 12:58:51.813996,0 days 00:00:00.195999,40.0,50.0,0.30000000000000004,0.31,-80.0,0.30000000000000004,20.0,COMPLETE,,,,,,,,,
283.0,0.0,2024-04-12 12:58:51.814996,2024-04-12 12:58:52.054999,0 days 00:00:00.240003,80.0,40.0,0.82,0.01,-30.0,0.86,60.0,COMPLETE,,,,,,,,,
284.0,0.0,2024-04-12 12:58:52.056998,2024-04-12 12:58:52.161996,0 days 00:00:00.104998,30.0,10.0,0.76,0.09,-100.0,0.74,10.0,COMPLETE,,,,,,,,,
285.0,0.0,2024-04-12 12:58:52.163998,2024-04-12 12:58:52.284996,0 days 00:00:00.120998,30.0,20.0,0.54,0.9500000000000001,-20.0,0.58,80.0,COMPLETE,,,,,,,,,
286.0,0.0,2024-04-12 12:58:52.285998,2024-04-12 12:58:52.497997,0 days 00:00:00.211999,40.0,60.0,0.66,0.49,-30.0,0.66,100.0,COMPLETE,,,,,,,,,
287.0,0.0,2024-04-12 12:58:52.498997,2024-04-12 12:58:52.677996,0 days 00:00:00.178999,60.0,30.0,0.78,0.25,0.0,0.54,70.0,COMPLETE,,,,,,,,,
288.0,0.0,2024-04-12 12:58:52.679024,2024-04-12 12:58:52.803022,0 days 00:00:00.123998,10.0,70.0,0.1,0.75,-40.0,1.0,90.0,COMPLETE,,,,,,,,,
289.0,0.0,2024-04-12 12:58:52.803998,2024-04-12 12:58:52.994021,0 days 00:00:00.190023,20.0,90.0,0.7,0.7100000000000001,-10.0,0.78,50.0,COMPLETE,,,,,,,,,
290.0,0.0,2024-04-12 12:58:52.995999,2024-04-12 12:58:53.239999,0 days 00:00:00.244000,30.0,100.0,0.84,0.33,-20.0,0.92,80.0,COMPLETE,,,,,,,,,
291.0,0.0,2024-04-12 12:58:53.241998,2024-04-12 12:58:53.447996,0 days 00:00:00.205998,50.0,40.0,0.16,0.43,-50.0,0.16,70.0,COMPLETE,,,,,,,,,
292.0,0.0,2024-04-12 12:58:53.448998,2024-04-12 12:58:53.575998,0 days 00:00:00.127000,70.0,10.0,0.98,0.19,-30.0,0.9,60.0,COMPLETE,,,,,,,,,
293.0,0.0,2024-04-12 12:58:53.577018,2024-04-12 12:58:53.909589,0 days 00:00:00.332571,100.0,50.0,0.36,0.03,-10.0,0.2,100.0,COMPLETE,,,,,,,,,
294.0,0.0,2024-04-12 12:58:53.910592,2024-04-12 12:58:54.155805,0 days 00:00:00.245213,30.0,100.0,0.9,0.53,-70.0,0.96,70.0,COMPLETE,,,,,,,,,
295.0,0.0,2024-04-12 12:58:54.156804,2024-04-12 12:58:54.252830,0 days 00:00:00.096026,10.0,10.0,0.5,0.8300000000000001,-20.0,0.7,30.0,COMPLETE,,,,,,,,,
296.0,0.0,2024-04-12 12:58:54.254805,2024-04-12 12:58:54.409805,0 days 00:00:00.155000,40.0,30.0,0.6799999999999999,0.47000000000000003,-40.0,0.12000000000000001,80.0,COMPLETE,,,,,,,,,
297.0,0.0,2024-04-12 12:58:54.411805,2024-04-12 12:58:54.518830,0 days 00:00:00.107025,20.0,20.0,0.58,0.15000000000000002,-90.0,0.38,90.0,COMPLETE,,,,,,,,,
298.0,0.0,2024-04-12 12:58:54.520805,2024-04-12 12:58:54.717830,0 days 00:00:00.197025,30.0,60.0,0.22,0.59,0.0,0.45999999999999996,10.0,COMPLETE,,,,,,,,,
299.0,0.0,2024-04-12 12:58:54.719807,2024-04-12 12:58:54.885830,0 days 00:00:00.166023,40.0,40.0,0.45999999999999996,0.77,-50.0,0.32,60.0,COMPLETE,,,,,,,,,
300.0,0.0,2024-04-12 12:58:54.887804,2024-04-12 12:58:55.153828,0 days 00:00:00.266024,50.0,70.0,1.0,0.37,-60.0,0.5,40.0,COMPLETE,,,,,,,,,
301.0,0.0,2024-04-12 12:58:55.155808,2024-04-12 12:58:55.256830,0 days 00:00:00.101022,10.0,20.0,0.8,0.51,-30.0,0.8,50.0,COMPLETE,,,,,,,,,
302.0,0.0,2024-04-12 12:58:55.257806,2024-04-12 12:58:55.360831,0 days 00:00:00.103025,30.0,10.0,0.54,0.05,-20.0,0.6799999999999999,20.0,COMPLETE,,,,,,,,,
303.0,0.0,2024-04-12 12:58:55.361868,2024-04-12 12:58:55.618806,0 days 00:00:00.256938,40.0,80.0,0.26,0.93,-40.0,0.82,90.0,COMPLETE,,,,,,,,,
304.0,0.0,2024-04-12 12:58:55.619807,2024-04-12 12:58:56.085375,0 days 00:00:00.465568,80.0,90.0,0.12000000000000001,0.45,-10.0,0.48,0.0,COMPLETE,,,,,,,,,
305.0,0.0,2024-04-12 12:58:56.086376,2024-04-12 12:58:56.268400,0 days 00:00:00.182024,60.0,30.0,0.72,0.41000000000000003,-20.0,0.94,70.0,COMPLETE,,,,,,,,,
306.0,0.0,2024-04-12 12:58:56.269376,2024-04-12 12:58:56.423401,0 days 00:00:00.154025,20.0,50.0,0.38,0.13,-20.0,0.1,60.0,COMPLETE,,,,,,,,,
307.0,0.0,2024-04-12 12:58:56.425377,2024-04-12 12:58:57.064401,0 days 00:00:00.639024,100.0,100.0,0.86,0.87,-30.0,0.62,100.0,COMPLETE,,,,,,,,,
308.0,0.0,2024-04-12 12:58:57.065402,2024-04-12 12:58:57.342376,0 days 00:00:00.276974,90.0,40.0,0.14,0.79,-10.0,0.18,50.0,COMPLETE,,,,,,,,,
309.0,0.0,2024-04-12 12:58:57.344375,2024-04-12 12:58:57.525399,0 days 00:00:00.181024,30.0,60.0,0.94,0.67,0.0,0.86,80.0,COMPLETE,,,,,,,,,
310.0,0.0,2024-04-12 12:58:57.526374,2024-04-12 12:58:57.626377,0 days 00:00:00.100003,10.0,20.0,0.76,0.65,-30.0,0.72,70.0,COMPLETE,,,,,,,,,
311.0,0.0,2024-04-12 12:58:57.628374,2024-04-12 12:58:57.733376,0 days 00:00:00.105002,30.0,10.0,0.64,0.35000000000000003,-90.0,0.24000000000000002,40.0,COMPLETE,,,,,,,,,
312.0,0.0,2024-04-12 12:58:57.735374,2024-04-12 12:58:57.872396,0 days 00:00:00.137022,20.0,50.0,0.74,0.06999999999999999,-40.0,0.54,60.0,COMPLETE,,,,,,,,,
313.0,0.0,2024-04-12 12:58:57.874375,2024-04-12 12:58:58.024400,0 days 00:00:00.150025,40.0,30.0,0.30000000000000004,0.21000000000000002,-20.0,0.6,90.0,COMPLETE,,,,,,,,,
314.0,0.0,2024-04-12 12:58:58.025374,2024-04-12 12:58:58.393121,0 days 00:00:00.367747,50.0,100.0,0.82,0.27,-100.0,0.66,30.0,COMPLETE,,,,,,,,,
315.0,0.0,2024-04-12 12:58:58.395121,2024-04-12 12:58:58.554664,0 days 00:00:00.159543,70.0,20.0,0.7,0.61,-20.0,0.44000000000000006,70.0,COMPLETE,,,,,,,,,
316.0,0.0,2024-04-12 12:58:58.556138,2024-04-12 12:58:58.790127,0 days 00:00:00.233989,30.0,90.0,0.18,0.91,-50.0,0.88,20.0,COMPLETE,,,,,,,,,
317.0,0.0,2024-04-12 12:58:58.792124,2024-04-12 12:58:59.100146,0 days 00:00:00.308022,60.0,70.0,0.56,0.47000000000000003,-80.0,0.78,10.0,COMPLETE,,,,,,,,,
318.0,0.0,2024-04-12 12:58:59.102127,2024-04-12 12:58:59.218123,0 days 00:00:00.115996,40.0,10.0,0.92,0.55,-10.0,0.26,50.0,COMPLETE,,,,,,,,,
319.0,0.0,2024-04-12 12:58:59.219125,2024-04-12 12:58:59.389127,0 days 00:00:00.170002,20.0,80.0,0.78,0.39,-30.0,0.74,60.0,COMPLETE,,,,,,,,,
320.0,0.0,2024-04-12 12:58:59.391126,2024-04-12 12:58:59.511126,0 days 00:00:00.120000,10.0,60.0,0.84,0.03,-40.0,0.4,80.0,COMPLETE,,,,,,,,,
321.0,0.0,2024-04-12 12:58:59.512125,2024-04-12 12:58:59.680124,0 days 00:00:00.167999,30.0,40.0,0.52,0.77,-70.0,0.36,100.0,COMPLETE,,,,,,,,,
322.0,0.0,2024-04-12 12:58:59.682126,2024-04-12 12:58:59.875151,0 days 00:00:00.193025,40.0,50.0,0.24000000000000002,0.11,-60.0,0.14,90.0,COMPLETE,,,,,,,,,
323.0,0.0,2024-04-12 12:58:59.876126,2024-04-12 12:59:00.242294,0 days 00:00:00.366168,50.0,100.0,0.42000000000000004,0.81,-50.0,0.98,80.0,COMPLETE,,,,,,,,,
324.0,0.0,2024-04-12 12:59:00.243957,2024-04-12 12:59:00.352175,0 days 00:00:00.108218,30.0,10.0,0.1,0.01,-10.0,0.56,70.0,COMPLETE,,,,,,,,,
325.0,0.0,2024-04-12 12:59:00.353165,2024-04-12 12:59:00.606188,0 days 00:00:00.253023,100.0,30.0,0.8,0.75,0.0,0.30000000000000004,60.0,COMPLETE,,,,,,,,,
326.0,0.0,2024-04-12 12:59:00.608166,2024-04-12 12:59:00.720185,0 days 00:00:00.112019,20.0,20.0,0.14,0.7100000000000001,-20.0,0.2,50.0,COMPLETE,,,,,,,,,
327.0,0.0,2024-04-12 12:59:00.721164,2024-04-12 12:59:00.861164,0 days 00:00:00.140000,10.0,90.0,0.66,0.53,-30.0,0.84,70.0,COMPLETE,,,,,,,,,
328.0,0.0,2024-04-12 12:59:00.863163,2024-04-12 12:59:01.246163,0 days 00:00:00.383000,80.0,70.0,0.64,0.49,-20.0,0.9,40.0,COMPLETE,,,,,,,,,
329.0,0.0,2024-04-12 12:59:01.247164,2024-04-12 12:59:01.458163,0 days 00:00:00.210999,30.0,80.0,0.88,0.43,-30.0,0.18,80.0,COMPLETE,,,,,,,,,
330.0,0.0,2024-04-12 12:59:01.460165,2024-04-12 12:59:01.671162,0 days 00:00:00.210997,40.0,60.0,0.74,0.33,0.0,0.64,50.0,COMPLETE,,,,,,,,,
331.0,0.0,2024-04-12 12:59:01.672163,2024-04-12 12:59:01.904163,0 days 00:00:00.232000,70.0,40.0,0.16,0.29000000000000004,-20.0,0.14,0.0,COMPLETE,,,,,,,,,
332.0,0.0,2024-04-12 12:59:01.905163,2024-04-12 12:59:02.015189,0 days 00:00:00.110026,30.0,10.0,0.32,0.05,-40.0,0.52,60.0,COMPLETE,,,,,,,,,
333.0,0.0,2024-04-12 12:59:02.016189,2024-04-12 12:59:02.183188,0 days 00:00:00.166999,50.0,30.0,0.82,0.09,-80.0,0.7,90.0,COMPLETE,,,,,,,,,
334.0,0.0,2024-04-12 12:59:02.184171,2024-04-12 12:59:02.441806,0 days 00:00:00.257635,30.0,100.0,0.6,0.99,-50.0,1.0,100.0,COMPLETE,,,,,,,,,
335.0,0.0,2024-04-12 12:59:02.442784,2024-04-12 12:59:02.633810,0 days 00:00:00.191026,90.0,20.0,0.48,0.63,-30.0,0.12000000000000001,30.0,COMPLETE,,,,,,,,,
336.0,0.0,2024-04-12 12:59:02.635784,2024-04-12 12:59:02.781784,0 days 00:00:00.146000,20.0,50.0,0.28,0.45,-40.0,0.92,20.0,COMPLETE,,,,,,,,,
337.0,0.0,2024-04-12 12:59:02.782785,2024-04-12 12:59:02.881784,0 days 00:00:00.098999,10.0,10.0,0.6799999999999999,0.41000000000000003,-10.0,0.33999999999999997,70.0,COMPLETE,,,,,,,,,
338.0,0.0,2024-04-12 12:59:02.882784,2024-04-12 12:59:03.065809,0 days 00:00:00.183025,40.0,40.0,0.2,0.6900000000000001,-60.0,0.96,60.0,COMPLETE,,,,,,,,,
339.0,0.0,2024-04-12 12:59:03.067786,2024-04-12 12:59:03.191807,0 days 00:00:00.124021,20.0,30.0,0.72,0.75,-20.0,0.86,90.0,COMPLETE,,,,,,,,,
340.0,0.0,2024-04-12 12:59:03.192783,2024-04-12 12:59:03.592809,0 days 00:00:00.400026,60.0,100.0,0.4,0.21000000000000002,-90.0,0.4,40.0,COMPLETE,,,,,,,,,
341.0,0.0,2024-04-12 12:59:03.594785,2024-04-12 12:59:03.776810,0 days 00:00:00.182025,30.0,60.0,0.76,0.17,-10.0,0.6799999999999999,70.0,COMPLETE,,,,,,,,,
342.0,0.0,2024-04-12 12:59:03.777785,2024-04-12 12:59:03.884816,0 days 00:00:00.107031,10.0,20.0,0.45999999999999996,0.01,-30.0,0.58,60.0,COMPLETE,,,,,,,,,
343.0,0.0,2024-04-12 12:59:03.885784,2024-04-12 12:59:04.246786,0 days 00:00:00.361002,50.0,90.0,0.1,0.51,-100.0,0.16,80.0,COMPLETE,,,,,,,,,
344.0,0.0,2024-04-12 12:59:04.247785,2024-04-12 12:59:04.399807,0 days 00:00:00.152022,70.0,10.0,0.96,0.23,-70.0,0.88,100.0,COMPLETE,,,,,,,,,
345.0,0.0,2024-04-12 12:59:04.400784,2024-04-12 12:59:04.606074,0 days 00:00:00.205290,30.0,70.0,0.78,0.39,-20.0,0.22,50.0,COMPLETE,,,,,,,,,
346.0,0.0,2024-04-12 12:59:04.607050,2024-04-12 12:59:04.794050,0 days 00:00:00.187000,60.0,30.0,0.86,0.59,0.0,0.1,80.0,COMPLETE,,,,,,,,,
347.0,0.0,2024-04-12 12:59:04.796050,2024-04-12 12:59:05.430052,0 days 00:00:00.634002,100.0,100.0,0.62,0.89,-20.0,0.52,0.0,COMPLETE,,,,,,,,,
348.0,0.0,2024-04-12 12:59:05.432053,2024-04-12 12:59:05.624071,0 days 00:00:00.192018,40.0,50.0,0.56,0.13,-40.0,0.74,30.0,COMPLETE,,,,,,,,,
349.0,0.0,2024-04-12 12:59:05.626051,2024-04-12 12:59:05.839075,0 days 00:00:00.213024,30.0,80.0,0.84,0.47000000000000003,-10.0,0.48,10.0,COMPLETE,,,,,,,,,
350.0,0.0,2024-04-12 12:59:05.841053,2024-04-12 12:59:05.955050,0 days 00:00:00.113997,10.0,40.0,0.7,0.79,-30.0,0.32,70.0,COMPLETE,,,,,,,,,
351.0,0.0,2024-04-12 12:59:05.956050,2024-04-12 12:59:06.096073,0 days 00:00:00.140023,40.0,20.0,0.38,0.85,-50.0,0.38,90.0,COMPLETE,,,,,,,,,
352.0,0.0,2024-04-12 12:59:06.098050,2024-04-12 12:59:06.246072,0 days 00:00:00.148022,90.0,10.0,0.94,0.06999999999999999,-20.0,0.66,60.0,COMPLETE,,,,,,,,,
353.0,0.0,2024-04-12 12:59:06.247071,2024-04-12 12:59:06.437050,0 days 00:00:00.189979,30.0,60.0,0.12000000000000001,0.25,-50.0,0.28,50.0,COMPLETE,,,,,,,,,
354.0,0.0,2024-04-12 12:59:06.438050,2024-04-12 12:59:06.584073,0 days 00:00:00.146023,20.0,50.0,1.0,0.9500000000000001,-80.0,0.72,80.0,COMPLETE,,,,,,,,,
355.0,0.0,2024-04-12 12:59:06.586051,2024-04-12 12:59:06.754421,0 days 00:00:00.168370,50.0,30.0,0.9,0.03,-60.0,0.76,100.0,COMPLETE,,,,,,,,,
356.0,0.0,2024-04-12 12:59:06.756375,2024-04-12 12:59:06.991206,0 days 00:00:00.234831,30.0,90.0,0.58,0.43,-90.0,0.16,70.0,COMPLETE,,,,,,,,,
357.0,0.0,2024-04-12 12:59:06.992207,2024-04-12 12:59:07.110231,0 days 00:00:00.118024,40.0,10.0,0.33999999999999997,0.81,-10.0,0.36,60.0,COMPLETE,,,,,,,,,
358.0,0.0,2024-04-12 12:59:07.111230,2024-04-12 12:59:07.740231,0 days 00:00:00.629001,100.0,100.0,0.8,0.73,-30.0,1.0,90.0,COMPLETE,,,,,,,,,
359.0,0.0,2024-04-12 12:59:07.742210,2024-04-12 12:59:07.868206,0 days 00:00:00.125996,20.0,30.0,0.74,0.55,0.0,0.84,20.0,COMPLETE,,,,,,,,,
360.0,0.0,2024-04-12 12:59:07.870209,2024-04-12 12:59:08.069229,0 days 00:00:00.199020,30.0,70.0,0.22,0.37,-20.0,0.8,30.0,COMPLETE,,,,,,,,,
361.0,0.0,2024-04-12 12:59:08.071207,2024-04-12 12:59:08.198209,0 days 00:00:00.127002,10.0,40.0,0.36,0.31,-20.0,0.42000000000000004,40.0,COMPLETE,,,,,,,,,
362.0,0.0,2024-04-12 12:59:08.199209,2024-04-12 12:59:08.547207,0 days 00:00:00.347998,50.0,90.0,0.72,0.65,-40.0,0.62,100.0,COMPLETE,,,,,,,,,
363.0,0.0,2024-04-12 12:59:08.548205,2024-04-12 12:59:08.690228,0 days 00:00:00.142023,80.0,10.0,0.52,0.63,-30.0,0.45999999999999996,70.0,COMPLETE,,,,,,,,,
364.0,0.0,2024-04-12 12:59:08.691208,2024-04-12 12:59:08.855210,0 days 00:00:00.164002,60.0,20.0,0.66,0.49,-20.0,0.94,50.0,COMPLETE,,,,,,,,,
365.0,0.0,2024-04-12 12:59:08.857188,2024-04-12 12:59:09.052188,0 days 00:00:00.195000,40.0,50.0,0.44000000000000006,0.05,-10.0,0.9,10.0,COMPLETE,,,,,,,,,
366.0,0.0,2024-04-12 12:59:09.053187,2024-04-12 12:59:09.274203,0 days 00:00:00.221016,30.0,80.0,0.92,0.73,-40.0,0.56,80.0,COMPLETE,,,,,,,,,
367.0,0.0,2024-04-12 12:59:09.276189,2024-04-12 12:59:09.477212,0 days 00:00:00.201023,20.0,100.0,0.5,0.61,-100.0,0.33999999999999997,40.0,COMPLETE,,,,,,,,,
368.0,0.0,2024-04-12 12:59:09.478193,2024-04-12 12:59:09.718209,0 days 00:00:00.240016,70.0,40.0,0.12000000000000001,0.35000000000000003,-30.0,0.24000000000000002,60.0,COMPLETE,,,,,,,,,
369.0,0.0,2024-04-12 12:59:09.719195,2024-04-12 12:59:09.846208,0 days 00:00:00.127013,30.0,20.0,0.16,0.67,-50.0,0.64,90.0,COMPLETE,,,,,,,,,
370.0,0.0,2024-04-12 12:59:09.848188,2024-04-12 12:59:09.973190,0 days 00:00:00.125002,10.0,60.0,0.98,0.45,-70.0,0.92,60.0,COMPLETE,,,,,,,,,
371.0,0.0,2024-04-12 12:59:09.975190,2024-04-12 12:59:10.099209,0 days 00:00:00.124019,30.0,10.0,0.76,0.17,0.0,0.82,70.0,COMPLETE,,,,,,,,,
372.0,0.0,2024-04-12 12:59:10.100188,2024-04-12 12:59:10.396188,0 days 00:00:00.296000,100.0,40.0,0.26,0.19,-20.0,0.7,20.0,COMPLETE,,,,,,,,,
373.0,0.0,2024-04-12 12:59:10.398188,2024-04-12 12:59:10.517208,0 days 00:00:00.119020,40.0,10.0,0.82,0.41000000000000003,-80.0,0.12000000000000001,50.0,COMPLETE,,,,,,,,,
374.0,0.0,2024-04-12 12:59:10.518188,2024-04-12 12:59:10.705187,0 days 00:00:00.186999,20.0,90.0,0.6,0.51,-30.0,0.5,80.0,COMPLETE,,,,,,,,,
375.0,0.0,2024-04-12 12:59:10.706189,2024-04-12 12:59:10.881538,0 days 00:00:00.175349,50.0,30.0,0.32,0.8300000000000001,-10.0,0.96,70.0,COMPLETE,,,,,,,,,
376.0,0.0,2024-04-12 12:59:10.882664,2024-04-12 12:59:11.197139,0 days 00:00:00.314475,40.0,100.0,0.54,0.77,-40.0,0.2,90.0,COMPLETE,,,,,,,,,
377.0,0.0,2024-04-12 12:59:11.200115,2024-04-12 12:59:11.321136,0 days 00:00:00.121021,10.0,50.0,0.64,0.87,-20.0,0.6,100.0,COMPLETE,,,,,,,,,
378.0,0.0,2024-04-12 12:59:11.322114,2024-04-12 12:59:11.527116,0 days 00:00:00.205002,30.0,70.0,0.84,0.01,0.0,0.8,30.0,COMPLETE,,,,,,,,,
379.0,0.0,2024-04-12 12:59:11.529115,2024-04-12 12:59:11.878246,0 days 00:00:00.349131,80.0,60.0,0.6799999999999999,0.6900000000000001,-20.0,0.88,60.0,COMPLETE,,,,,,,,,
380.0,0.0,2024-04-12 12:59:11.879245,2024-04-12 12:59:12.014351,0 days 00:00:00.135106,60.0,10.0,0.78,0.7100000000000001,-50.0,0.44000000000000006,70.0,COMPLETE,,,,,,,,,
381.0,0.0,2024-04-12 12:59:12.015379,2024-04-12 12:59:12.146740,0 days 00:00:00.131361,30.0,20.0,0.86,0.55,-30.0,0.6799999999999999,0.0,COMPLETE,,,,,,,,,
382.0,0.0,2024-04-12 12:59:12.148741,2024-04-12 12:59:12.320765,0 days 00:00:00.172024,50.0,30.0,0.14,0.47000000000000003,-10.0,0.22,10.0,COMPLETE,,,,,,,,,
383.0,0.0,2024-04-12 12:59:12.321741,2024-04-12 12:59:12.801765,0 days 00:00:00.480024,70.0,100.0,0.7,0.5700000000000001,-60.0,0.28,50.0,COMPLETE,,,,,,,,,
384.0,0.0,2024-04-12 12:59:12.802767,2024-04-12 12:59:12.982764,0 days 00:00:00.179997,20.0,80.0,0.9,0.39,-20.0,0.54,80.0,COMPLETE,,,,,,,,,
385.0,0.0,2024-04-12 12:59:12.984761,2024-04-12 12:59:13.107777,0 days 00:00:00.123016,30.0,10.0,0.8,0.75,-90.0,0.98,40.0,COMPLETE,,,,,,,,,
386.0,0.0,2024-04-12 12:59:13.108777,2024-04-12 12:59:13.225778,0 days 00:00:00.117001,10.0,40.0,0.74,0.79,-70.0,0.18,90.0,COMPLETE,,,,,,,,,
387.0,0.0,2024-04-12 12:59:13.227779,2024-04-12 12:59:13.384757,0 days 00:00:00.156978,40.0,30.0,0.48,0.11,-40.0,0.58,20.0,COMPLETE,,,,,,,,,
388.0,0.0,2024-04-12 12:59:13.386758,2024-04-12 12:59:13.643805,0 days 00:00:00.257047,40.0,80.0,0.18,0.03,-30.0,0.76,60.0,COMPLETE,,,,,,,,,
389.0,0.0,2024-04-12 12:59:13.644757,2024-04-12 12:59:13.846755,0 days 00:00:00.201998,30.0,70.0,0.1,0.29000000000000004,0.0,0.14,80.0,COMPLETE,,,,,,,,,
390.0,0.0,2024-04-12 12:59:13.848756,2024-04-12 12:59:14.016778,0 days 00:00:00.168022,70.0,20.0,0.62,0.15000000000000002,-10.0,0.38,70.0,COMPLETE,,,,,,,,,
391.0,0.0,2024-04-12 12:59:14.018759,2024-04-12 12:59:14.141756,0 days 00:00:00.122997,10.0,50.0,0.72,0.53,-20.0,0.30000000000000004,100.0,COMPLETE,,,,,,,,,
392.0,0.0,2024-04-12 12:59:14.142785,2024-04-12 12:59:14.345755,0 days 00:00:00.202970,30.0,60.0,0.76,0.97,-100.0,0.1,50.0,COMPLETE,,,,,,,,,
393.0,0.0,2024-04-12 12:59:14.346756,2024-04-12 12:59:14.549757,0 days 00:00:00.203001,20.0,100.0,0.28,0.09,-50.0,0.78,60.0,COMPLETE,,,,,,,,,
394.0,0.0,2024-04-12 12:59:14.551759,2024-04-12 12:59:14.855781,0 days 00:00:00.304022,100.0,40.0,0.14,0.45,-30.0,0.86,70.0,COMPLETE,,,,,,,,,
395.0,0.0,2024-04-12 12:59:14.857757,2024-04-12 12:59:14.964785,0 days 00:00:00.107028,20.0,10.0,0.66,0.23,-80.0,0.66,90.0,COMPLETE,,,,,,,,,
396.0,0.0,2024-04-12 12:59:14.965777,2024-04-12 12:59:15.103780,0 days 00:00:00.138003,40.0,20.0,0.88,0.27,-40.0,0.94,60.0,COMPLETE,,,,,,,,,
397.0,0.0,2024-04-12 12:59:15.104756,2024-04-12 12:59:15.300742,0 days 00:00:00.195986,60.0,30.0,0.96,0.49,-20.0,0.5,80.0,COMPLETE,,,,,,,,,
398.0,0.0,2024-04-12 12:59:15.301741,2024-04-12 12:59:15.638738,0 days 00:00:00.336997,50.0,90.0,0.82,0.43,-60.0,0.9,100.0,COMPLETE,,,,,,,,,
399.0,0.0,2024-04-12 12:59:15.640718,2024-04-12 12:59:15.815739,0 days 00:00:00.175021,30.0,50.0,0.6799999999999999,0.91,-50.0,0.84,30.0,COMPLETE,,,,,,,,,
400.0,0.0,2024-04-12 12:59:15.817718,2024-04-12 12:59:15.960705,0 days 00:00:00.142987,90.0,10.0,0.4,0.06999999999999999,0.0,0.32,40.0,COMPLETE,,,,,,,,,
401.0,0.0,2024-04-12 12:59:15.961678,2024-04-12 12:59:16.269741,0 days 00:00:00.308063,40.0,100.0,0.2,0.35000000000000003,-20.0,0.16,50.0,COMPLETE,,,,,,,,,
402.0,0.0,2024-04-12 12:59:16.271715,2024-04-12 12:59:16.429728,0 days 00:00:00.158013,30.0,40.0,0.86,0.03,-10.0,0.26,30.0,COMPLETE,,,,,,,,,
403.0,0.0,2024-04-12 12:59:16.431714,2024-04-12 12:59:16.564747,0 days 00:00:00.133033,10.0,70.0,0.12000000000000001,0.41000000000000003,-30.0,0.52,90.0,COMPLETE,,,,,,,,,
404.0,0.0,2024-04-12 12:59:16.565736,2024-04-12 12:59:16.758714,0 days 00:00:00.192978,30.0,60.0,0.56,0.65,-20.0,0.72,70.0,COMPLETE,,,,,,,,,
405.0,0.0,2024-04-12 12:59:16.759715,2024-04-12 12:59:17.190794,0 days 00:00:00.431079,80.0,80.0,0.58,0.05,-90.0,1.0,10.0,COMPLETE,,,,,,,,,
406.0,0.0,2024-04-12 12:59:17.192769,2024-04-12 12:59:17.309726,0 days 00:00:00.116957,20.0,10.0,0.42000000000000004,0.93,-40.0,0.82,60.0,COMPLETE,,,,,,,,,
407.0,0.0,2024-04-12 12:59:17.311412,2024-04-12 12:59:17.445025,0 days 00:00:00.133613,30.0,20.0,0.30000000000000004,0.75,-70.0,0.56,80.0,COMPLETE,,,,,,,,,
408.0,0.0,2024-04-12 12:59:17.447002,2024-04-12 12:59:17.621024,0 days 00:00:00.174022,50.0,30.0,0.94,0.37,-10.0,0.12000000000000001,20.0,COMPLETE,,,,,,,,,
409.0,0.0,2024-04-12 12:59:17.622003,2024-04-12 12:59:17.804024,0 days 00:00:00.182021,40.0,40.0,0.36,0.85,-30.0,0.74,70.0,COMPLETE,,,,,,,,,
